RESPONDENT_ID,V1_x,SEX,POL_BELIEFS,NUM_SIBS,BR_SR_inhouse,FATHR_PRES,MOTHR_PRES,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
1093,2000,2.0,,3.0,1.0,0.0,1.0,,,
1094,2000,2.0,,1.0,1.0,0.0,1.0,5.0,4.0,5.0
1095,2000,2.0,,2.0,1.0,1.0,1.0,2.0,5.0,4.0
1096,2000,2.0,,1.0,1.0,0.0,1.0,3.0,3.0,3.0
1097,2000,2.0,4.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0
1098,2000,,,0.0,0.0,,,,,
1099,2000,2.0,,3.0,0.0,1.0,1.0,2.0,2.0,4.0
1100,2000,2.0,,3.0,1.0,1.0,1.0,5.0,5.0,5.0
1101,2000,2.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,5.0
1102,2000,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0
1103,2000,2.0,,0.0,0.0,1.0,1.0,2.0,4.0,4.0
1104,2000,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0
1105,2000,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0
1106,2000,,,2.0,1.0,,,,,
1107,2000,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0
1108,2000,1.0,,3.0,1.0,1.0,1.0,,,
1109,2000,2.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0
1110,2000,2.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0
1111,2000,2.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0
1112,2000,2.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,5.0
1113,2000,2.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0
1114,2000,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,4.0
1115,2000,2.0,,1.0,1.0,1.0,1.0,4.0,4.0,2.0
1116,2000,2.0,,2.0,0.0,0.0,0.0,1.0,1.0,5.0
1117,2000,2.0,,0.0,0.0,1.0,1.0,2.0,2.0,5.0
1118,2000,2.0,,2.0,0.0,,,1.0,1.0,1.0
1119,2000,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0
1120,2000,2.0,3.0,2.0,1.0,0.0,1.0,4.0,3.0,5.0
1121,2000,1.0,,3.0,1.0,1.0,1.0,4.0,4.0,4.0
1122,2000,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0
1123,2000,2.0,,2.0,1.0,1.0,1.0,4.0,4.0,4.0
1124,2000,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
1125,2000,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0
1126,2000,1.0,,2.0,1.0,1.0,1.0,,,
1127,2000,1.0,2.0,3.0,1.0,1.0,0.0,,,
1128,2000,2.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1129,2000,1.0,3.0,2.0,0.0,0.0,1.0,3.0,4.0,2.0
1130,2000,1.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,4.0
1131,2000,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0
1132,2000,1.0,3.0,,,1.0,1.0,4.0,3.0,3.0
1133,2000,1.0,,1.0,0.0,1.0,1.0,5.0,3.0,5.0
1134,2000,,,2.0,1.0,,,,,
1135,2000,1.0,4.0,1.0,1.0,1.0,1.0,,,
1136,2000,1.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0
1137,2000,1.0,4.0,,,1.0,1.0,2.0,2.0,5.0
1138,2000,2.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0
1139,2000,2.0,4.0,2.0,0.0,1.0,1.0,4.0,5.0,5.0
1140,2000,2.0,,,,1.0,1.0,3.0,3.0,5.0
1141,2000,2.0,3.0,,,1.0,1.0,2.0,2.0,5.0
1142,2000,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0
1143,2000,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0
1144,2000,1.0,5.0,,1.0,1.0,1.0,4.0,3.0,5.0
1145,2000,2.0,,3.0,1.0,1.0,1.0,,,
1146,2000,1.0,4.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0
1147,2000,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
1148,2000,,,3.0,0.0,1.0,1.0,2.0,2.0,2.0
1149,2000,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,5.0
1150,2000,1.0,,1.0,1.0,1.0,1.0,4.0,3.0,4.0
1151,2000,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,
1152,2000,2.0,3.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0
1153,2000,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0
1154,2000,1.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0
1155,2000,2.0,4.0,2.0,0.0,1.0,1.0,2.0,1.0,4.0
1156,2000,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0
1157,2000,,3.0,1.0,0.0,1.0,1.0,,,
1158,2000,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0
1159,2000,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0
1160,2000,,,2.0,1.0,,,,,
1161,2000,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0
1162,2000,2.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1163,2000,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
1164,2000,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
1165,2000,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,5.0
1166,2000,2.0,,1.0,0.0,1.0,1.0,2.0,4.0,3.0
1167,2000,2.0,,2.0,1.0,0.0,1.0,3.0,3.0,2.0
1168,2000,1.0,4.0,3.0,1.0,1.0,1.0,,,
1169,2000,1.0,,3.0,1.0,1.0,1.0,4.0,4.0,4.0
1170,2000,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0
1171,2000,,4.0,3.0,0.0,1.0,0.0,2.0,1.0,5.0
1172,2000,1.0,5.0,1.0,1.0,0.0,1.0,2.0,5.0,4.0
1173,2000,2.0,,3.0,1.0,1.0,1.0,5.0,5.0,4.0
1174,2000,2.0,,1.0,1.0,1.0,1.0,5.0,4.0,3.0
1175,2000,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,5.0
1176,2000,1.0,4.0,1.0,0.0,0.0,1.0,2.0,4.0,5.0
1177,2000,2.0,3.0,2.0,1.0,0.0,1.0,5.0,5.0,4.0
1178,2000,2.0,3.0,2.0,0.0,0.0,0.0,3.0,4.0,2.0
1179,2000,2.0,,3.0,1.0,0.0,0.0,4.0,1.0,5.0
1180,2000,1.0,,3.0,1.0,1.0,1.0,3.0,1.0,5.0
1181,2000,2.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0
1182,2000,2.0,3.0,3.0,0.0,1.0,1.0,,,
1183,2000,,2.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0
1184,2000,1.0,1.0,3.0,0.0,1.0,1.0,2.0,4.0,5.0
1185,2000,1.0,,1.0,0.0,1.0,1.0,,,
1186,2000,2.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0
1187,2000,2.0,,2.0,1.0,0.0,1.0,1.0,5.0,5.0
1188,2000,1.0,,1.0,1.0,1.0,1.0,3.0,4.0,5.0
1189,2000,2.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0
1190,2000,2.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0
1191,2000,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0
1192,2000,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0
1193,2000,1.0,,2.0,1.0,1.0,1.0,2.0,3.0,5.0
1194,2000,2.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0
1195,2000,2.0,,2.0,0.0,1.0,0.0,1.0,4.0,3.0
1196,2000,2.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,5.0
1197,2000,1.0,,2.0,1.0,1.0,1.0,3.0,5.0,4.0
1198,2000,2.0,,1.0,1.0,0.0,1.0,1.0,1.0,5.0
1199,2000,2.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0
1200,2000,2.0,,1.0,1.0,0.0,0.0,4.0,2.0,4.0
1201,2000,1.0,6.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0
1202,2000,1.0,,1.0,0.0,1.0,1.0,3.0,5.0,5.0
1203,2000,2.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1204,2000,2.0,,3.0,0.0,1.0,1.0,2.0,2.0,5.0
1205,2000,2.0,5.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0
1206,2000,2.0,3.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0
1207,2000,1.0,5.0,2.0,0.0,1.0,1.0,4.0,4.0,3.0
1208,2000,2.0,4.0,1.0,1.0,0.0,0.0,4.0,3.0,4.0
1209,2000,2.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,4.0
1210,2000,2.0,,1.0,1.0,0.0,0.0,1.0,1.0,5.0
1211,2000,2.0,3.0,2.0,0.0,1.0,1.0,1.0,5.0,5.0
1212,2000,2.0,3.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0
1213,2000,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,5.0
1214,2000,1.0,3.0,3.0,0.0,1.0,0.0,,,
1215,2000,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0
1216,2000,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0
1217,2000,1.0,,1.0,1.0,0.0,1.0,2.0,2.0,5.0
1218,2000,1.0,5.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0
1219,2000,2.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0
1220,2000,1.0,,2.0,0.0,1.0,1.0,2.0,4.0,3.0
1221,2000,1.0,3.0,2.0,1.0,0.0,0.0,,,
1222,2000,2.0,,2.0,1.0,1.0,1.0,5.0,5.0,4.0
1223,2000,2.0,,0.0,0.0,1.0,1.0,1.0,5.0,1.0
1224,2000,2.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,5.0
1225,2000,2.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0
1226,2000,2.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0
1227,2000,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0
1228,2000,2.0,,1.0,1.0,0.0,0.0,5.0,3.0,4.0
1229,2000,1.0,,1.0,1.0,0.0,1.0,4.0,5.0,4.0
1230,2000,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
1231,2000,2.0,,1.0,1.0,0.0,1.0,,,
1232,2000,2.0,3.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0
1233,2000,,5.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0
1234,2000,1.0,3.0,3.0,1.0,0.0,1.0,,,
1235,2000,2.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,4.0
1236,2000,2.0,4.0,3.0,0.0,0.0,0.0,,,
1237,2000,1.0,,3.0,0.0,1.0,1.0,1.0,5.0,5.0
1238,2000,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0
1239,2000,1.0,,3.0,0.0,1.0,1.0,,,
1240,2000,1.0,3.0,,,1.0,1.0,,,
1241,2000,2.0,,3.0,1.0,1.0,0.0,,,
1242,2000,1.0,,3.0,0.0,1.0,1.0,,,
1243,2000,2.0,,1.0,1.0,1.0,0.0,4.0,5.0,
1244,2000,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0
1245,2000,2.0,3.0,3.0,0.0,0.0,0.0,4.0,5.0,2.0
1246,2000,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,5.0
1247,2000,1.0,,3.0,1.0,1.0,1.0,2.0,1.0,5.0
1248,2000,,,1.0,1.0,,,1.0,1.0,5.0
1249,2000,2.0,3.0,1.0,0.0,1.0,1.0,5.0,1.0,4.0
1250,2000,2.0,,1.0,1.0,1.0,1.0,3.0,4.0,5.0
1251,2000,2.0,,1.0,1.0,1.0,1.0,3.0,5.0,4.0
1252,2000,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,5.0
1253,2000,2.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0
1254,2000,1.0,3.0,,,1.0,1.0,3.0,4.0,4.0
1255,2000,1.0,,2.0,0.0,1.0,1.0,4.0,4.0,2.0
1256,2000,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,4.0
1257,2000,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,
1258,2000,1.0,4.0,3.0,1.0,0.0,1.0,5.0,1.0,3.0
1259,2000,1.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0
1260,2000,1.0,,1.0,1.0,1.0,1.0,3.0,4.0,2.0
1261,2000,2.0,,1.0,1.0,1.0,1.0,,,
1262,2000,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0
1263,2000,1.0,6.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0
1264,2000,2.0,,3.0,1.0,1.0,1.0,2.0,5.0,2.0
1265,2000,1.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0
1266,2000,2.0,1.0,2.0,1.0,0.0,1.0,4.0,5.0,4.0
1267,2000,1.0,,3.0,,1.0,0.0,3.0,3.0,4.0
1268,2000,1.0,,2.0,1.0,1.0,0.0,2.0,3.0,4.0
1269,2000,1.0,,0.0,0.0,1.0,1.0,3.0,2.0,3.0
1270,2000,2.0,,3.0,1.0,0.0,1.0,2.0,1.0,5.0
1271,2000,1.0,,1.0,0.0,0.0,1.0,2.0,4.0,5.0
1272,2000,2.0,,3.0,1.0,0.0,1.0,3.0,5.0,4.0
1273,2000,2.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,4.0
1274,2000,1.0,,2.0,1.0,1.0,1.0,4.0,4.0,3.0
1275,2000,2.0,,1.0,1.0,0.0,1.0,4.0,3.0,5.0
1276,2000,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0
1277,2000,2.0,,2.0,0.0,1.0,1.0,2.0,1.0,5.0
1278,2000,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0
1279,2000,1.0,,0.0,0.0,0.0,1.0,3.0,3.0,3.0
1280,2000,1.0,3.0,3.0,1.0,0.0,1.0,2.0,4.0,4.0
1281,2000,1.0,,2.0,1.0,1.0,1.0,3.0,3.0,3.0
1282,2000,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0
1283,2000,2.0,,3.0,1.0,1.0,1.0,2.0,4.0,5.0
1284,2000,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
1285,2000,1.0,,3.0,1.0,1.0,1.0,2.0,4.0,5.0
1286,2000,2.0,3.0,1.0,0.0,0.0,1.0,2.0,4.0,4.0
1287,2000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,
1288,2000,1.0,,3.0,1.0,1.0,1.0,3.0,3.0,4.0
1289,2000,2.0,3.0,3.0,0.0,1.0,1.0,3.0,4.0,4.0
1290,2000,1.0,,3.0,1.0,1.0,1.0,2.0,5.0,5.0
1291,2000,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,5.0
1292,2000,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0
1293,2000,1.0,3.0,3.0,1.0,0.0,1.0,1.0,5.0,4.0
1294,2000,1.0,,2.0,0.0,1.0,1.0,5.0,5.0,5.0
1295,2000,1.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0
1296,2000,,,2.0,0.0,1.0,0.0,2.0,4.0,4.0
1297,2000,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0
1298,2000,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
1299,2000,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
1300,2000,2.0,2.0,,,1.0,0.0,2.0,2.0,4.0
1301,2000,2.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0
1302,2000,2.0,,3.0,1.0,1.0,1.0,3.0,3.0,5.0
1303,2000,2.0,,3.0,0.0,1.0,1.0,4.0,4.0,4.0
1304,2000,1.0,3.0,3.0,,1.0,0.0,1.0,1.0,1.0
1305,2000,2.0,4.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0
1306,2000,2.0,4.0,1.0,1.0,0.0,1.0,4.0,1.0,5.0
1307,2000,2.0,,3.0,1.0,1.0,1.0,5.0,5.0,4.0
1308,2000,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,4.0
1309,2000,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0
1310,2000,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0
1311,2000,2.0,,1.0,1.0,0.0,1.0,1.0,1.0,4.0
1312,2000,2.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,4.0
1313,2000,1.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0
1314,2000,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0
1315,2000,2.0,,0.0,0.0,1.0,1.0,2.0,1.0,5.0
1316,2000,1.0,,2.0,1.0,1.0,1.0,2.0,3.0,4.0
1317,2000,2.0,,3.0,1.0,0.0,0.0,2.0,1.0,5.0
1318,2000,1.0,,1.0,1.0,1.0,1.0,3.0,4.0,4.0
1319,2000,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0
1320,2000,1.0,,2.0,1.0,1.0,1.0,3.0,4.0,3.0
1321,2000,1.0,3.0,1.0,0.0,1.0,1.0,5.0,5.0,5.0
1322,2000,1.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0
1323,2000,1.0,2.0,2.0,1.0,0.0,0.0,4.0,2.0,4.0
1324,2000,2.0,,3.0,1.0,1.0,1.0,3.0,2.0,5.0
1325,2000,2.0,4.0,1.0,0.0,1.0,1.0,3.0,5.0,5.0
1326,2000,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0
1327,2000,2.0,3.0,,,1.0,0.0,3.0,1.0,5.0
1328,2000,2.0,,3.0,1.0,1.0,1.0,2.0,3.0,5.0
1329,2000,1.0,,3.0,1.0,1.0,1.0,2.0,1.0,5.0
1330,2000,2.0,,1.0,0.0,0.0,1.0,5.0,1.0,5.0
1331,2000,2.0,,1.0,0.0,0.0,1.0,1.0,3.0,5.0
1332,2000,,,2.0,1.0,,,,,
1333,2000,2.0,,3.0,1.0,1.0,1.0,4.0,3.0,5.0
1334,2000,2.0,,2.0,1.0,0.0,0.0,2.0,5.0,4.0
1335,2000,2.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0
1336,2000,2.0,,1.0,1.0,1.0,1.0,3.0,3.0,4.0
1337,2000,2.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0
1338,2000,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0
1339,2000,2.0,6.0,,,0.0,1.0,5.0,1.0,4.0
1340,2000,1.0,,3.0,1.0,1.0,1.0,4.0,4.0,2.0
1341,2000,2.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0
1342,2000,1.0,,3.0,1.0,1.0,1.0,3.0,4.0,4.0
1343,2000,2.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0
1344,2000,1.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,4.0
1345,2000,2.0,,2.0,1.0,0.0,1.0,4.0,1.0,5.0
1346,2000,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0
1347,2000,1.0,,3.0,1.0,0.0,1.0,5.0,3.0,5.0
1348,2000,1.0,,,,1.0,1.0,2.0,2.0,4.0
1349,2000,2.0,1.0,3.0,0.0,0.0,0.0,5.0,4.0,3.0
1350,2000,2.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0
1351,2000,2.0,,0.0,0.0,1.0,1.0,3.0,5.0,4.0
1352,2000,1.0,2.0,3.0,,1.0,1.0,,,
1353,2000,2.0,,0.0,0.0,1.0,1.0,2.0,5.0,5.0
1354,2000,1.0,,3.0,1.0,1.0,1.0,,,
1355,2000,2.0,2.0,3.0,0.0,1.0,1.0,4.0,4.0,5.0
1356,2000,1.0,3.0,1.0,0.0,1.0,1.0,3.0,4.0,4.0
1357,2000,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0
1358,2000,1.0,,3.0,1.0,0.0,0.0,,,
1359,2000,2.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0
1360,2000,1.0,4.0,3.0,1.0,1.0,0.0,3.0,1.0,5.0
1361,2000,2.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,5.0
1362,2000,2.0,,1.0,0.0,1.0,1.0,2.0,2.0,2.0
1363,2000,2.0,,1.0,0.0,1.0,1.0,4.0,4.0,4.0
1364,2000,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0
1365,2000,2.0,,1.0,0.0,0.0,1.0,2.0,3.0,5.0
1366,2000,1.0,,0.0,0.0,1.0,1.0,,,
1367,2000,2.0,,3.0,1.0,0.0,1.0,2.0,4.0,5.0
1368,2000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0
1369,2000,,,3.0,1.0,,,1.0,,
1370,2000,1.0,4.0,3.0,1.0,0.0,1.0,2.0,2.0,4.0
1371,2000,1.0,,2.0,0.0,0.0,0.0,2.0,1.0,5.0
1372,2000,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0
1373,2000,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0
1374,2000,2.0,3.0,,,0.0,1.0,2.0,2.0,4.0
1375,2000,2.0,,0.0,0.0,1.0,1.0,1.0,5.0,5.0
1376,2000,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0
1377,2000,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0
1378,2000,2.0,,1.0,0.0,0.0,1.0,3.0,3.0,3.0
1379,2000,1.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,4.0
1380,2000,1.0,5.0,3.0,1.0,0.0,1.0,3.0,4.0,5.0
1381,2000,1.0,3.0,3.0,0.0,1.0,1.0,5.0,3.0,5.0
1382,2000,2.0,,0.0,0.0,0.0,0.0,5.0,5.0,4.0
1383,2000,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0
1384,2000,2.0,3.0,3.0,1.0,0.0,1.0,4.0,4.0,4.0
1385,2000,1.0,3.0,1.0,0.0,1.0,1.0,,5.0,3.0
1386,2000,2.0,,1.0,1.0,0.0,1.0,4.0,5.0,3.0
1387,2000,2.0,,1.0,0.0,1.0,1.0,,,
1388,2000,1.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0
1389,2000,1.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,
1390,2000,,,1.0,1.0,1.0,1.0,,,
1391,2000,1.0,3.0,2.0,1.0,1.0,1.0,,,
1392,2000,2.0,,1.0,1.0,1.0,1.0,1.0,5.0,5.0
1393,2000,2.0,,1.0,0.0,0.0,1.0,2.0,,
1394,2000,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0
1395,2000,1.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,4.0
1396,2000,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0
1397,2000,1.0,,3.0,1.0,1.0,0.0,4.0,1.0,5.0
1398,2000,1.0,,2.0,0.0,0.0,0.0,5.0,4.0,5.0
1399,2000,2.0,3.0,3.0,0.0,1.0,1.0,5.0,4.0,2.0
1400,2000,,,3.0,1.0,0.0,1.0,4.0,4.0,
1401,2000,1.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,4.0
1402,2000,2.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,5.0
1403,2000,1.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0
1404,2000,2.0,,1.0,0.0,0.0,1.0,1.0,1.0,5.0
1405,2000,1.0,,2.0,1.0,1.0,1.0,2.0,4.0,4.0
1406,2000,,,2.0,1.0,,,,,
1407,2000,1.0,5.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0
1408,2000,1.0,,2.0,1.0,0.0,1.0,4.0,5.0,5.0
1409,2000,1.0,,3.0,1.0,1.0,1.0,,,
1410,2000,2.0,,2.0,1.0,1.0,1.0,1.0,4.0,5.0
1411,2000,2.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0
1412,2000,2.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,4.0
1413,2000,2.0,,1.0,0.0,1.0,1.0,,,
1414,2000,2.0,,3.0,1.0,0.0,0.0,4.0,1.0,5.0
1415,2000,1.0,3.0,,,0.0,1.0,4.0,4.0,4.0
1416,2000,2.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,4.0
1417,2000,2.0,4.0,3.0,1.0,1.0,1.0,4.0,5.0,3.0
1418,2000,2.0,,1.0,1.0,1.0,1.0,5.0,1.0,5.0
1419,2000,2.0,3.0,3.0,1.0,1.0,1.0,4.0,5.0,1.0
1420,2000,1.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0
1421,2000,2.0,,3.0,1.0,1.0,1.0,,,
1422,2000,2.0,,1.0,1.0,1.0,1.0,4.0,4.0,4.0
1423,2000,2.0,,1.0,0.0,1.0,1.0,,,
1424,2000,1.0,,2.0,1.0,0.0,0.0,2.0,1.0,2.0
1425,2000,,,1.0,1.0,,,,,
1426,2000,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0
1427,2000,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,5.0
1428,2000,1.0,6.0,1.0,1.0,0.0,1.0,4.0,5.0,4.0
1429,2000,1.0,,,,1.0,1.0,5.0,5.0,5.0
1430,2000,2.0,,1.0,0.0,0.0,0.0,4.0,5.0,4.0
1431,2000,1.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0
1432,2000,1.0,3.0,3.0,0.0,1.0,1.0,1.0,4.0,5.0
1433,2000,2.0,,3.0,0.0,0.0,1.0,3.0,1.0,4.0
1434,2000,2.0,,3.0,1.0,1.0,0.0,3.0,1.0,4.0
1435,2000,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
1436,2000,2.0,3.0,3.0,1.0,0.0,1.0,5.0,4.0,4.0
1437,2000,2.0,4.0,1.0,0.0,1.0,1.0,2.0,2.0,5.0
1438,2000,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0
1439,2000,2.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
1440,2000,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0
1441,2000,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0
1442,2000,2.0,5.0,1.0,0.0,1.0,1.0,1.0,3.0,5.0
1443,2000,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0
1444,2000,2.0,3.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0
1445,2000,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0
1446,2000,2.0,2.0,3.0,0.0,1.0,1.0,5.0,5.0,4.0
1447,2000,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0
